Vehicle_ID,Battery_Type,Vehicle_Type,Ambient_Temperature,Distance_Driven_km,State_of_Charge_%,Battery_Capacity_kWh,Current_Speed_kmph,Energy_Consumed_kWh,Predicted_Value
EV0703,Li-ion,Sedan,44.7,260.4,58.7,87.7,10.7,52.08,in demand
EV2443,NiMH,Sedan,2.1,468.1,98.4,82.8,21.4,93.62,in demand
EV0264,LiFePO4,Truck,-0.9,67.6,1.9,60.2,82.4,13.52,not in demand
EV0497,NiMH,SUV,0.0,425.2,86.3,55.8,42.6,85.04,in demand
EV0465,LiFePO4,Truck,34.4,179.2,22.3,22.5,66.8,35.84,not in demand
EV0791,Li-ion,Hatchback,15.9,293.6,0.6,93.8,108.6,58.72,in demand
EV0683,NiMH,Sedan,-9.0,442.9,1.8,38.7,110.0,88.58,in demand
EV0173,LiFePO4,Hatchback,23.8,433.3,25.1,51.9,56.6,86.66,in demand
EV1862,Li-ion,Hatchback,30.8,219.0,31.2,60.2,16.2,43.8,in demand
EV2245,NiMH,Sedan,-3.1,77.6,93.9,67.7,40.9,15.52,not in demand
EV2541,NiMH,SUV,20.2,53.8,2.2,24.9,53.3,10.76,not in demand
EV3263,LiFePO4,Truck,44.2,224.6,5.6,93.8,72.3,44.92,in demand
EV1339,Li-ion,Hatchback,36.7,54.1,65.2,23.8,55.1,10.82,not in demand
EV2261,NiMH,Sedan,-9.4,263.8,93.4,56.3,9.3,52.76,in demand
EV2113,Li-ion,Hatchback,4.4,455.8,50.1,36.7,76.3,91.16,in demand
EV0901,LiFePO4,SUV,7.0,449.3,83.8,48.6,2.7,89.86,in demand
EV1447,Li-ion,SUV,18.8,351.2,84.9,51.0,19.2,70.24,in demand
EV2380,Li-ion,Hatchback,2.1,283.9,46.6,24.9,101.3,56.78,in demand
EV0742,NiMH,Hatchback,26.5,63.4,99.9,93.0,86.8,12.68,not in demand
EV2294,LiFePO4,Hatchback,30.3,357.1,36.1,41.9,31.8,71.42,in demand
EV2453,Li-ion,Hatchback,18.5,311.6,66.2,36.5,0.2,62.32,in demand
EV2623,LiFePO4,SUV,-2.8,445.4,31.1,80.1,114.4,89.08,in demand
EV1910,NiMH,Sedan,19.5,47.5,61.6,57.7,89.4,9.5,not in demand
EV1207,NiMH,Sedan,41.5,241.8,43.1,75.7,103.0,48.36,in demand
EV0510,Li-ion,SUV,40.7,403.7,12.9,99.5,39.8,80.74,in demand
EV2621,NiMH,SUV,14.1,340.5,89.4,30.9,35.7,68.1,in demand
EV2803,NiMH,Truck,31.6,474.5,89.5,31.9,3.0,94.9,in demand
EV3314,LiFePO4,SUV,22.2,150.0,26.2,46.9,114.2,30.0,not in demand
EV1550,LiFePO4,Hatchback,1.2,267.0,97.7,52.9,36.6,53.4,in demand
EV1434,NiMH,Sedan,3.8,436.3,91.6,72.2,6.5,87.26,in demand
EV2203,Li-ion,Sedan,44.6,244.0,6.2,27.6,26.9,48.8,in demand
EV2567,LiFePO4,Truck,-6.4,217.1,38.2,78.3,89.0,43.42,in demand
EV2456,LiFePO4,Truck,27.0,183.9,13.1,27.3,4.4,36.78,not in demand
EV2045,NiMH,Truck,25.1,400.4,67.8,83.1,62.5,80.08,in demand
EV0768,Li-ion,Hatchback,31.0,263.9,27.3,61.0,113.7,52.78,in demand
EV1282,Li-ion,Truck,3.2,49.2,56.8,33.1,55.7,9.84,not in demand
EV2085,Li-ion,SUV,-9.4,70.4,38.7,59.8,70.0,14.08,not in demand
EV0422,Li-ion,Hatchback,-8.3,199.4,36.1,41.2,58.6,39.88,not in demand
EV0124,LiFePO4,Sedan,6.3,27.7,29.4,99.0,20.0,5.54,not in demand
EV1836,LiFePO4,Sedan,43.5,311.8,1.2,25.1,106.2,62.36,in demand
EV2629,LiFePO4,Hatchback,22.5,145.8,10.2,41.0,73.9,29.16,not in demand
EV0820,LiFePO4,Hatchback,5.5,172.0,85.7,29.9,78.6,34.4,not in demand
EV1404,LiFePO4,SUV,4.3,48.3,91.7,28.5,25.0,9.66,not in demand
EV1383,LiFePO4,Sedan,44.6,132.7,67.8,52.2,53.5,26.54,not in demand
EV2149,LiFePO4,SUV,26.6,384.1,93.8,54.3,46.0,76.82,in demand
EV1576,Li-ion,SUV,26.3,267.5,86.2,38.3,28.9,53.5,in demand
EV1639,LiFePO4,SUV,3.0,60.2,21.8,83.1,95.7,12.04,not in demand
EV1796,NiMH,Sedan,6.0,406.4,8.0,39.6,37.5,81.28,in demand
EV2173,LiFePO4,Sedan,15.4,366.2,28.8,48.3,75.4,73.24,in demand
EV0400,LiFePO4,Truck,8.2,343.4,68.9,58.2,119.7,68.68,in demand
EV2311,LiFePO4,Truck,33.8,236.8,61.0,66.9,25.3,47.36,in demand
EV0883,Li-ion,Truck,24.0,453.9,84.2,62.1,32.5,90.78,in demand
EV2319,Li-ion,Hatchback,31.1,185.0,95.1,65.7,39.6,37.0,not in demand
EV2898,LiFePO4,Sedan,10.3,266.8,66.0,27.1,28.7,53.36,in demand
EV1353,Li-ion,Sedan,-3.5,405.1,61.6,42.5,46.5,81.02,in demand
EV2743,Li-ion,Hatchback,41.4,19.0,67.2,37.4,39.5,3.8,not in demand
EV0307,Li-ion,Hatchback,41.5,199.6,26.9,66.9,82.5,39.92,not in demand
EV2131,Li-ion,Truck,12.4,259.3,11.9,38.6,110.1,51.86,in demand
EV0983,NiMH,Hatchback,27.0,140.4,47.7,72.8,109.1,28.08,not in demand
EV0457,NiMH,Hatchback,37.5,235.8,12.2,73.0,5.7,47.16,in demand
EV2548,Li-ion,Truck,12.4,32.6,22.2,24.0,105.1,6.52,not in demand
EV1080,Li-ion,Truck,36.1,110.5,7.5,51.4,95.1,22.1,not in demand
EV1951,NiMH,Sedan,5.9,145.1,97.6,39.4,119.9,29.02,not in demand
EV2944,LiFePO4,Truck,37.5,397.9,41.9,52.5,41.1,79.58,in demand
EV0690,Li-ion,Hatchback,0.2,112.9,30.5,69.2,19.2,22.58,not in demand
EV2430,LiFePO4,Hatchback,24.5,374.6,94.6,72.6,20.6,74.92,in demand
EV0642,Li-ion,Sedan,29.8,162.1,69.9,51.1,53.4,32.42,not in demand
EV2393,NiMH,Hatchback,43.4,476.6,58.0,70.0,45.8,95.32,in demand
EV1954,NiMH,Hatchback,14.9,22.0,91.2,49.5,101.9,4.4,not in demand
EV2749,LiFePO4,Hatchback,22.2,201.2,2.8,77.6,78.4,40.24,in demand
EV2382,Li-ion,SUV,33.8,466.2,38.9,60.5,28.6,93.24,in demand
EV3436,LiFePO4,Hatchback,5.1,233.0,58.2,86.8,25.0,46.6,in demand
EV3337,NiMH,SUV,-7.0,402.5,48.3,24.9,103.4,80.5,in demand
EV3047,Li-ion,Truck,44.1,358.6,25.8,23.9,96.7,71.72,in demand
EV3371,NiMH,Sedan,23.6,372.1,6.2,37.5,106.4,74.42,in demand
EV1885,Li-ion,Truck,0.1,322.8,16.1,87.5,111.4,64.56,in demand
EV0390,Li-ion,Sedan,26.1,307.7,41.8,56.4,84.3,61.54,in demand
EV2495,Li-ion,Hatchback,8.7,8.5,40.5,73.4,18.9,1.7,not in demand
EV0641,Li-ion,SUV,38.2,263.4,40.7,64.3,74.8,52.68,in demand
EV3341,Li-ion,Truck,0.1,148.4,45.5,50.5,102.0,29.68,not in demand
EV0846,NiMH,SUV,20.4,166.9,51.8,63.4,91.5,33.38,not in demand
EV0543,LiFePO4,Hatchback,-9.7,395.3,69.9,49.0,38.9,79.06,in demand
EV0092,Li-ion,Sedan,22.6,277.8,56.9,44.6,48.2,55.56,in demand
EV0297,NiMH,Hatchback,40.5,472.5,43.6,42.3,33.1,94.5,in demand
EV1980,NiMH,Sedan,-4.2,435.9,53.0,78.6,79.3,87.18,in demand
EV2813,LiFePO4,Truck,32.0,322.5,70.2,63.2,35.2,64.5,in demand
EV0849,Li-ion,SUV,7.2,35.9,91.6,57.6,109.5,7.18,not in demand
EV2903,NiMH,SUV,-1.2,355.5,7.3,20.8,44.4,71.1,in demand
EV2530,Li-ion,SUV,18.8,495.2,14.1,80.1,11.2,99.04,in demand
EV1677,LiFePO4,Truck,38.2,478.7,30.9,25.1,30.7,95.74,in demand
EV1049,LiFePO4,Sedan,36.8,179.1,10.1,91.9,66.4,35.82,not in demand
EV1961,Li-ion,Hatchback,9.7,169.0,56.5,30.4,94.6,33.8,not in demand
EV2531,LiFePO4,Hatchback,25.9,341.5,85.4,37.8,33.1,68.3,in demand
EV0117,Li-ion,Truck,32.4,239.8,12.0,51.9,23.3,47.96,in demand
EV0238,NiMH,Sedan,-9.3,196.2,6.8,43.8,37.7,39.24,not in demand
EV3098,NiMH,SUV,4.0,154.3,86.7,34.6,103.4,30.86,not in demand
EV3489,NiMH,SUV,30.4,30.6,18.0,50.0,119.7,6.12,not in demand
EV1134,Li-ion,SUV,42.5,416.1,37.9,88.6,26.5,83.22,in demand
EV1806,NiMH,Truck,35.7,269.8,87.2,42.5,14.9,53.96,in demand
EV0028,LiFePO4,Truck,36.8,480.8,95.0,91.9,99.0,96.16,in demand
EV0164,NiMH,Truck,-6.6,282.5,90.1,32.7,82.1,56.5,in demand
EV3493,Li-ion,Sedan,28.8,190.4,99.0,32.0,102.3,38.08,not in demand
EV2725,Li-ion,SUV,-7.0,213.6,81.7,63.5,89.5,42.72,in demand
EV0327,Li-ion,Truck,21.9,236.4,59.5,45.9,20.5,47.28,in demand
EV3454,LiFePO4,Truck,42.9,230.6,33.5,93.3,96.0,46.12,in demand
EV3200,LiFePO4,SUV,42.9,216.6,4.0,88.2,40.5,43.32,in demand
EV2616,NiMH,Truck,4.7,322.3,89.0,69.5,115.9,64.46,in demand
EV0113,Li-ion,SUV,18.8,347.4,98.8,48.2,42.6,69.48,in demand
EV1812,Li-ion,Truck,15.1,5.5,14.7,47.0,88.7,1.1,not in demand
EV3450,Li-ion,SUV,38.1,443.6,65.4,83.5,26.9,88.72,in demand
EV1503,Li-ion,Sedan,40.3,436.9,62.6,46.2,64.5,87.38,in demand
EV1429,NiMH,SUV,-7.9,341.9,89.1,85.6,49.1,68.38,in demand
EV0481,Li-ion,Truck,9.6,357.7,72.4,26.2,75.2,71.54,in demand
EV3132,LiFePO4,Sedan,19.7,498.4,98.1,54.9,97.2,99.68,in demand
EV3397,NiMH,Sedan,42.7,285.7,10.5,45.7,68.7,57.14,in demand
EV1254,Li-ion,Truck,41.8,63.1,6.7,43.9,49.0,12.62,not in demand
EV2421,Li-ion,Hatchback,38.1,299.0,19.4,27.7,56.5,59.8,in demand
EV2821,Li-ion,Hatchback,-6.8,475.2,19.8,50.3,60.9,95.04,in demand
EV1453,LiFePO4,SUV,30.8,208.5,29.6,78.9,13.7,41.7,in demand
EV0594,LiFePO4,Sedan,43.8,495.5,81.3,36.8,92.1,99.1,in demand
EV0042,LiFePO4,Truck,7.9,443.2,94.9,66.0,28.5,88.64,in demand
EV0561,LiFePO4,Truck,42.8,98.4,50.1,71.8,85.3,19.68,not in demand
EV3274,LiFePO4,Hatchback,30.2,408.4,17.3,75.5,106.5,81.68,in demand
EV3245,NiMH,Hatchback,33.1,21.9,78.5,36.3,65.8,4.38,not in demand
EV0244,NiMH,Sedan,-3.6,330.9,50.3,76.8,120.0,66.18,in demand
EV1340,NiMH,SUV,10.9,210.4,18.9,43.1,119.4,42.08,in demand
EV2781,NiMH,Sedan,30.3,277.5,51.8,85.8,33.9,55.5,in demand
EV3188,LiFePO4,Hatchback,44.6,221.3,24.7,47.1,32.0,44.26,in demand
EV2776,LiFePO4,Hatchback,7.3,173.1,1.4,32.9,106.4,34.62,not in demand
EV1443,NiMH,Truck,2.1,10.9,40.4,89.7,77.4,2.18,not in demand
EV0262,NiMH,Sedan,3.6,418.3,40.4,48.4,40.5,83.66,in demand
EV2765,LiFePO4,Hatchback,17.9,311.3,21.1,90.5,51.7,62.26,in demand
EV1690,Li-ion,Sedan,43.9,256.7,12.1,92.6,54.4,51.34,in demand
EV1726,NiMH,SUV,30.0,392.9,98.2,23.3,103.0,78.58,in demand
EV1955,LiFePO4,SUV,36.9,197.0,17.5,62.1,36.1,39.4,not in demand
EV0835,LiFePO4,SUV,17.5,134.2,45.0,33.1,71.4,26.84,not in demand
EV1867,Li-ion,Sedan,24.3,152.4,57.0,41.7,100.6,30.48,not in demand
EV2497,Li-ion,Sedan,5.8,31.5,16.0,62.0,8.4,6.3,not in demand
EV2011,LiFePO4,Hatchback,13.6,394.0,82.4,36.4,76.3,78.8,in demand
EV0341,Li-ion,Truck,-3.8,162.1,80.8,92.7,19.6,32.42,not in demand
EV2989,Li-ion,Hatchback,-9.5,91.9,44.2,65.6,75.3,18.38,not in demand
EV1602,Li-ion,SUV,9.3,421.6,56.0,99.2,116.6,84.32,in demand
EV1634,Li-ion,SUV,14.9,225.7,50.7,47.4,39.5,45.14,in demand
EV0920,LiFePO4,Truck,30.7,442.0,92.8,28.4,20.9,88.4,in demand
EV0481,Li-ion,Truck,9.6,357.7,72.4,26.2,75.2,71.54,in demand
EV2826,LiFePO4,Sedan,27.0,191.4,33.5,55.8,39.9,38.28,not in demand
EV0623,NiMH,Sedan,41.2,365.8,38.4,42.6,114.8,73.16,in demand
EV1274,Li-ion,SUV,-5.0,361.8,49.7,34.6,49.8,72.36,in demand
EV0464,Li-ion,Sedan,26.4,386.9,52.5,33.8,109.4,77.38,in demand
EV3047,Li-ion,Truck,44.1,358.6,25.8,23.9,96.7,71.72,in demand
EV2481,Li-ion,Hatchback,14.9,96.1,61.2,23.6,72.8,19.22,not in demand
EV1767,NiMH,Hatchback,42.0,89.8,11.7,41.6,72.3,17.96,not in demand
EV2642,Li-ion,Truck,12.9,323.8,25.0,76.2,112.5,64.76,in demand
EV2454,Li-ion,Hatchback,43.9,234.6,88.7,75.6,69.5,46.92,in demand
EV2878,NiMH,SUV,12.8,26.0,68.5,98.7,18.4,5.2,not in demand
EV1601,NiMH,Sedan,21.6,277.3,98.7,41.9,20.4,55.46,in demand
EV2888,NiMH,Sedan,-2.7,479.3,76.2,46.6,85.3,95.86,in demand
EV0735,LiFePO4,Hatchback,22.6,336.3,13.1,21.6,55.2,67.26,in demand
EV2327,LiFePO4,Sedan,30.4,183.6,70.2,81.3,55.7,36.72,not in demand
EV1272,LiFePO4,Hatchback,-4.3,392.0,32.6,83.8,105.2,78.4,in demand
EV3078,NiMH,Hatchback,5.2,206.7,13.2,81.0,103.7,41.34,in demand
EV2601,NiMH,Sedan,12.8,260.0,36.4,24.2,88.6,52.0,in demand
EV3095,LiFePO4,Hatchback,15.9,193.9,79.3,96.0,76.4,38.78,not in demand
EV2351,LiFePO4,SUV,3.9,39.9,20.7,55.5,24.6,7.98,not in demand
EV0348,NiMH,Truck,7.9,444.4,90.1,48.5,101.1,88.88,in demand
EV0762,Li-ion,Sedan,16.3,244.9,95.4,31.0,29.2,48.98,in demand
EV1674,NiMH,Sedan,3.2,382.7,27.7,53.1,52.3,76.54,in demand
EV2563,Li-ion,Sedan,13.6,245.0,59.1,77.2,94.3,49.0,in demand
EV1245,LiFePO4,Sedan,11.6,154.4,83.1,70.6,98.1,30.88,not in demand
EV1424,LiFePO4,Hatchback,24.2,45.1,98.9,53.0,0.7,9.02,not in demand
EV0657,NiMH,SUV,24.4,20.3,6.1,96.2,81.8,4.06,not in demand
EV2103,Li-ion,Hatchback,-9.9,383.6,82.2,47.3,27.0,76.72,in demand
EV0633,LiFePO4,SUV,37.4,170.9,1.9,57.2,69.4,34.18,not in demand
EV2893,Li-ion,Sedan,7.9,41.2,55.0,46.5,1.0,8.24,not in demand
EV2494,LiFePO4,SUV,14.1,208.1,35.9,74.1,91.5,41.62,in demand
EV2666,LiFePO4,Sedan,-0.2,447.3,7.6,37.4,42.7,89.46,in demand
EV2643,Li-ion,Hatchback,-1.5,225.9,20.6,27.4,1.5,45.18,in demand
EV2647,NiMH,Sedan,38.9,209.5,41.6,78.0,35.0,41.9,in demand
EV3308,NiMH,Sedan,27.9,477.9,24.3,91.5,51.8,95.58,in demand
EV3097,LiFePO4,SUV,-2.0,423.4,93.0,60.8,117.9,84.68,in demand
EV3191,Li-ion,Sedan,-4.2,240.9,2.8,48.0,1.2,48.18,in demand
EV2501,LiFePO4,SUV,28.2,174.0,97.3,53.9,92.5,34.8,not in demand
EV1466,NiMH,Hatchback,21.5,470.8,58.1,34.0,79.2,94.16,in demand
EV2834,LiFePO4,Sedan,20.2,146.5,41.6,45.4,39.9,29.3,not in demand
EV0116,NiMH,Hatchback,5.3,3.3,25.6,40.4,43.6,0.66,not in demand
EV1822,LiFePO4,Sedan,41.3,29.7,40.2,68.6,31.1,5.94,not in demand
EV1495,LiFePO4,Truck,37.2,312.5,63.5,31.5,23.0,62.5,in demand
EV2402,NiMH,Truck,3.1,242.5,68.9,22.6,8.3,48.5,in demand
EV1233,Li-ion,Sedan,22.3,351.5,64.1,30.6,10.3,70.3,in demand
EV2662,NiMH,Sedan,22.3,396.5,76.3,46.8,108.8,79.3,in demand
EV2345,NiMH,Sedan,26.6,393.5,38.8,49.5,57.6,78.7,in demand
EV0502,NiMH,SUV,10.2,280.5,48.0,72.4,88.3,56.1,in demand
EV1154,LiFePO4,Truck,9.8,15.4,88.0,69.0,114.1,3.08,not in demand
EV0733,NiMH,Truck,31.5,355.8,18.8,90.8,21.0,71.16,in demand
EV0058,Li-ion,Sedan,5.9,342.7,78.2,53.1,16.5,68.54,in demand
EV2893,Li-ion,Sedan,7.9,41.2,55.0,46.5,1.0,8.24,not in demand
EV2255,LiFePO4,SUV,37.8,407.6,55.5,81.5,71.8,81.52,in demand
EV0381,NiMH,Hatchback,12.5,129.6,15.4,80.4,72.1,25.92,not in demand
EV1736,NiMH,SUV,17.5,421.8,14.9,55.7,112.4,84.36,in demand
EV2197,Li-ion,SUV,19.5,16.5,56.5,63.9,11.9,3.3,not in demand
EV3176,LiFePO4,Sedan,-7.3,58.8,83.5,96.1,90.2,11.76,not in demand
EV2476,NiMH,Truck,-3.6,438.7,23.0,96.9,35.1,87.74,in demand
EV2565,Li-ion,Hatchback,18.7,128.8,55.7,38.2,2.3,25.76,not in demand
EV3159,NiMH,Sedan,7.7,130.7,42.5,63.4,106.1,26.14,not in demand
EV1373,NiMH,Hatchback,9.7,477.0,78.1,37.7,60.4,95.4,in demand
EV1471,Li-ion,Truck,15.5,405.9,41.1,87.2,106.9,81.18,in demand
EV0708,LiFePO4,Hatchback,29.5,103.9,99.7,47.9,30.6,20.78,not in demand
EV0782,Li-ion,SUV,43.2,303.9,46.8,42.4,92.7,60.78,in demand
EV1094,NiMH,Hatchback,14.5,343.3,82.3,57.1,90.4,68.66,in demand
EV2336,NiMH,SUV,11.3,323.6,14.3,98.3,76.0,64.72,in demand
EV1377,NiMH,Truck,31.1,93.4,32.7,44.9,33.8,18.68,not in demand
EV2288,Li-ion,Hatchback,-7.0,367.2,94.0,73.5,56.4,73.44,in demand
EV0073,NiMH,SUV,26.6,158.3,49.9,59.2,81.1,31.66,not in demand
EV1923,LiFePO4,SUV,1.4,411.3,3.6,56.8,24.3,82.26,in demand
EV3174,LiFePO4,Sedan,31.0,130.3,22.5,82.4,60.6,26.06,not in demand
EV1765,LiFePO4,SUV,-8.9,256.6,56.6,93.3,39.5,51.32,in demand
EV0744,Li-ion,SUV,12.1,199.2,74.0,46.0,80.3,39.84,not in demand
EV0776,NiMH,Hatchback,24.1,483.9,78.6,78.1,71.9,96.78,in demand
EV1006,LiFePO4,Truck,3.8,33.1,34.0,43.7,80.2,6.62,not in demand
EV2669,Li-ion,Truck,-6.5,135.5,81.9,58.6,35.4,27.1,not in demand
EV1191,Li-ion,SUV,8.1,159.8,72.9,70.2,19.4,31.96,not in demand
EV1411,Li-ion,Sedan,-8.5,125.4,30.6,38.1,44.7,25.08,not in demand
EV2602,LiFePO4,Truck,5.6,340.0,99.5,43.4,118.4,68.0,in demand
EV1126,NiMH,SUV,3.3,15.8,0.5,72.3,39.8,3.16,not in demand
EV1242,LiFePO4,SUV,37.8,4.1,9.1,39.7,88.4,0.82,not in demand
EV2624,Li-ion,Sedan,-9.3,488.2,22.8,39.1,37.4,97.64,in demand
EV2021,Li-ion,SUV,7.7,202.1,34.5,53.1,14.2,40.42,in demand
EV3443,NiMH,Truck,15.1,42.8,77.3,67.4,74.6,8.56,not in demand
EV0999,LiFePO4,Hatchback,33.6,154.8,74.5,68.7,20.3,30.96,not in demand
EV3387,NiMH,Truck,19.9,158.5,13.9,80.1,5.4,31.7,not in demand
EV2685,NiMH,SUV,-1.4,292.1,33.8,48.9,63.3,58.42,in demand
EV1578,Li-ion,SUV,27.0,66.0,48.4,84.1,0.5,13.2,not in demand
EV1592,NiMH,Hatchback,16.6,90.6,88.8,83.3,82.0,18.12,not in demand
EV1827,NiMH,Truck,9.7,70.8,53.2,81.2,52.6,14.16,not in demand
EV3293,LiFePO4,SUV,21.9,105.3,34.0,29.5,103.3,21.06,not in demand
EV0348,NiMH,Truck,7.9,444.4,90.1,48.5,101.1,88.88,in demand
EV2311,LiFePO4,Truck,33.8,236.8,61.0,66.9,25.3,47.36,in demand
EV0441,NiMH,SUV,33.5,189.1,11.9,74.2,17.4,37.82,not in demand
EV2027,Li-ion,Hatchback,-7.9,82.6,65.5,75.8,93.2,16.52,not in demand
EV1101,NiMH,Sedan,24.5,395.4,25.7,41.5,87.8,79.08,in demand
EV2394,Li-ion,Sedan,-3.8,304.1,11.1,84.9,28.0,60.82,in demand
EV3059,NiMH,SUV,6.8,196.2,92.7,84.4,39.9,39.24,not in demand
EV0650,LiFePO4,Hatchback,2.9,164.0,76.9,53.3,90.6,32.8,not in demand
EV1547,LiFePO4,Sedan,-3.1,396.6,28.4,31.9,117.7,79.32,in demand
EV0860,Li-ion,SUV,14.5,448.2,68.4,99.5,55.4,89.64,in demand
EV1257,LiFePO4,Sedan,19.4,496.1,0.6,42.3,34.3,99.22,in demand
EV1119,LiFePO4,Sedan,30.7,318.9,71.8,95.0,86.2,63.78,in demand
EV2487,LiFePO4,Hatchback,10.7,289.1,99.5,63.2,53.3,57.82,in demand
EV0631,Li-ion,Hatchback,21.4,81.6,76.1,52.5,93.6,16.32,not in demand
EV0673,Li-ion,Sedan,33.0,17.4,63.9,94.9,32.1,3.48,not in demand
EV1250,LiFePO4,Hatchback,41.6,149.5,35.0,37.4,0.9,29.9,not in demand
EV0483,NiMH,Hatchback,-7.8,165.6,3.7,48.1,3.7,33.12,not in demand
EV1585,NiMH,Hatchback,42.5,273.0,72.1,76.7,0.4,54.6,in demand
EV3075,Li-ion,Truck,24.3,325.7,94.5,63.0,17.2,65.14,in demand
EV2629,LiFePO4,Hatchback,22.5,145.8,10.2,41.0,73.9,29.16,not in demand
EV3039,NiMH,Hatchback,31.4,289.6,75.6,33.5,46.4,57.92,in demand
EV1463,NiMH,Truck,43.3,498.6,99.2,24.1,78.2,99.72,in demand
EV1917,LiFePO4,SUV,22.2,19.7,61.8,65.8,75.7,3.94,not in demand
EV2762,LiFePO4,Truck,27.9,382.6,41.2,56.0,82.0,76.52,in demand
EV2579,LiFePO4,Sedan,5.4,230.9,75.8,63.7,8.9,46.18,in demand
EV0785,LiFePO4,Hatchback,41.3,146.9,15.5,51.8,19.4,29.38,not in demand
EV0050,NiMH,Sedan,-3.1,487.2,12.2,21.4,40.2,97.44,in demand
EV1189,LiFePO4,SUV,-9.6,175.6,64.6,61.0,34.4,35.12,not in demand
EV3345,Li-ion,Truck,18.6,28.0,17.1,74.0,70.3,5.6,not in demand
EV0859,NiMH,SUV,31.0,139.2,15.6,36.1,28.6,27.84,not in demand
EV1073,LiFePO4,Sedan,3.9,465.6,80.3,55.8,36.5,93.12,in demand
EV0720,LiFePO4,SUV,14.2,493.0,30.0,63.4,58.6,98.6,in demand
EV0685,Li-ion,SUV,-6.2,81.8,19.5,69.8,99.6,16.36,not in demand
EV2632,LiFePO4,Hatchback,31.0,437.6,39.9,87.3,75.7,87.52,in demand
EV2132,NiMH,Sedan,34.5,389.5,87.1,70.1,9.6,77.9,in demand
EV1661,Li-ion,SUV,5.1,358.5,82.9,52.2,39.5,71.7,in demand
EV1657,LiFePO4,SUV,27.7,134.3,32.2,88.2,101.7,26.86,not in demand
EV2426,Li-ion,SUV,31.1,280.1,93.8,49.0,19.4,56.02,in demand
EV1689,LiFePO4,Sedan,41.4,446.6,14.5,69.3,72.9,89.32,in demand
EV3005,LiFePO4,SUV,7.6,167.4,52.5,22.4,90.7,33.48,not in demand
EV0079,LiFePO4,Truck,-5.5,382.4,41.7,35.9,17.0,76.48,in demand
EV3310,Li-ion,Truck,24.4,334.0,30.4,69.2,117.6,66.8,in demand
EV0547,Li-ion,Hatchback,3.0,345.5,76.8,45.3,62.1,69.1,in demand
EV3306,LiFePO4,Hatchback,-2.9,247.3,60.6,51.4,76.5,49.46,in demand
EV0736,Li-ion,Sedan,28.6,352.1,24.2,63.7,44.5,70.42,in demand
EV1553,LiFePO4,Hatchback,5.6,85.1,5.2,21.0,44.6,17.02,not in demand
EV2607,Li-ion,Sedan,23.6,333.6,34.1,22.1,110.4,66.72,in demand
EV1386,LiFePO4,Sedan,-0.3,322.7,43.1,45.8,87.4,64.54,in demand
EV0671,Li-ion,Sedan,20.9,238.0,81.7,72.3,3.8,47.6,in demand
EV1400,NiMH,SUV,11.8,321.2,51.6,25.9,51.9,64.24,in demand
EV1196,NiMH,SUV,28.8,58.5,78.0,83.1,96.8,11.7,not in demand
EV1409,Li-ion,Hatchback,29.3,23.7,71.8,97.2,119.9,4.74,not in demand
EV2356,NiMH,Hatchback,24.2,67.4,81.8,85.6,28.7,13.48,not in demand
EV1799,Li-ion,Sedan,-10.0,35.3,10.0,67.2,5.7,7.06,not in demand
EV1476,NiMH,Truck,-5.9,138.1,28.5,94.8,58.6,27.62,not in demand
EV3393,NiMH,Truck,29.4,200.1,67.2,59.5,79.8,40.02,in demand
EV0036,NiMH,Hatchback,23.8,72.8,64.4,86.7,23.4,14.56,not in demand
EV2329,LiFePO4,Truck,4.8,152.3,31.2,69.6,52.0,30.46,not in demand
EV2346,Li-ion,Hatchback,10.8,309.9,49.2,35.6,45.8,61.98,in demand
EV1867,Li-ion,Sedan,24.3,152.4,57.0,41.7,100.6,30.48,not in demand
EV2360,Li-ion,Hatchback,-7.3,464.1,0.4,82.8,99.9,92.82,in demand
EV2207,NiMH,SUV,28.6,163.7,83.8,26.1,36.4,32.74,not in demand
EV0216,NiMH,SUV,33.5,123.8,94.5,69.5,106.6,24.76,not in demand
EV1287,LiFePO4,Sedan,8.6,457.5,69.3,48.3,90.1,91.5,in demand
EV0350,LiFePO4,Hatchback,42.9,281.6,11.7,37.8,91.8,56.32,in demand
EV2138,Li-ion,Sedan,9.5,65.4,31.1,60.4,21.6,13.08,not in demand
EV2692,NiMH,SUV,22.9,374.4,29.7,41.3,25.0,74.88,in demand
EV2180,NiMH,Sedan,26.9,411.3,64.2,36.4,91.9,82.26,in demand
EV2831,LiFePO4,Truck,-0.5,239.9,34.3,25.2,55.6,47.98,in demand
EV1682,NiMH,Hatchback,7.4,112.5,82.1,94.6,99.3,22.5,not in demand
EV0498,Li-ion,Hatchback,43.1,114.9,52.6,65.6,7.3,22.98,not in demand
EV1444,LiFePO4,Hatchback,-4.3,260.3,39.6,81.6,85.8,52.06,in demand
EV3244,NiMH,SUV,44.6,398.3,80.9,54.5,1.6,79.66,in demand
EV1672,Li-ion,Truck,41.7,165.4,54.3,72.7,35.5,33.08,not in demand
EV3457,LiFePO4,Truck,41.8,386.4,75.5,95.6,60.9,77.28,in demand
EV1180,NiMH,Sedan,-0.3,423.2,16.8,81.7,116.8,84.64,in demand
EV2799,NiMH,Hatchback,26.3,123.0,44.0,46.6,22.7,24.6,not in demand
EV1693,Li-ion,SUV,-7.5,467.4,1.8,66.9,82.7,93.48,in demand
